source	time	person	location	organization	miscellaneous
	2020-07-02 00:00:00	mesa|	lgtbiq|trujillo peru cc killari|pic twitter|	zg1pwl0as7|	tristeza 
	2020-07-02 00:00:00	hugo nopo gradeperu nancy|cecilia tello karla canova mtpe peru|	foro|	cgt|	tristeza  
	2020-07-02 00:00:00	elcomercio peru|	reiniciarian|		miedo
	2020-07-02 00:00:00	lider indigena|	amazonia|		tristeza   
	2020-07-02 00:00:00		peru waykaperu|		tristeza
	2020-07-02 00:00:00		villa panamericana|	aqui informacion|	alegria   
	2020-07-02 00:00:00		lima callao|italia|		miedo 
	2020-07-02 00:00:00	elcomercio peru|	estados unidos|		miedo  
	2020-07-02 00:00:00		bolivia|		miedo   
	2020-07-02 00:00:00		venezuela|bolivia|colombia|	sape gato aqui|	tristeza 
	2020-07-02 00:00:00			wef|	miedo
	2020-07-02 00:00:00		bangladesh|china|chile colombia|portugal|qatar|	france germany india|	miedo 
	2020-07-02 00:00:00	elcomercio peru|			tristeza  
	2020-07-02 00:00:00	lider indigena|	amazonia|		ira 
	2020-07-02 00:00:00		lima|		miedo  
	2020-07-02 00:00:00	peru|			alegría
	2020-07-02 00:00:00	mancanza di ossigeno negli|		america peru|	miedo   
	2020-07-02 00:00:00	fatto dopo i terremoti|le inondazioni|	cuba|		tristeza   
	2020-07-02 00:00:00	carlos|	tudela|		tristeza
	2020-07-02 00:00:00		ee uu|brasil|rusia|la india|chile|		alegria 
	2020-07-02 00:00:00		peru carlos|		alegria  
	2020-07-02 00:00:00	peru|	ucayali|		miedo
	2020-07-02 00:00:00	peru s eco rich ucayali|		green recovery from|	miedo 
	2020-07-02 00:00:00	mantendra|	lima|		ira  
	2020-07-02 00:00:00	peru|			alegria   
	2020-07-02 00:00:00	peru|			alegría
	2020-07-02 00:00:00	andinaenglish|			tristeza 
	2020-07-02 00:00:00			wef|	miedo  
	2020-07-02 00:00:00		loreto|		tristeza  
	2020-07-02 00:00:00			peru and the oecd for access to all the daily covid 19 related tns reports|	alegria 
	2020-07-02 00:00:00		bolivia|		miedo   
	2020-07-02 00:00:00		lima|chiclayo|		tristeza   
	2020-07-02 00:00:00		venezuela|		miedo
	2020-07-02 00:00:00		barranco lima|		tristeza
	2020-07-02 00:00:00	michelle alexander|elcomercio peru|			alegria  
	2020-07-02 00:00:00	lean|peru pic twitter com qhcshagmln|	compania|		miedo 
	2020-07-02 00:00:00	peru|			alegria   
	2020-07-02 00:00:00	ayer|	bolivia|		miedo  
	2020-07-02 00:00:00		desvastador|		miedo   
	2020-07-02 00:00:00	manuel fernandez|			ira   
	2020-07-02 00:00:00		peru|bolivia|chile|		alegría
	2020-07-02 00:00:00	health protocols pic twitter com zx8lrucjjc|			miedo
	2020-07-02 00:00:00		cuba|cuba|		alegria 
	2020-07-02 00:00:00	martin|martinvizcarrac pcmperu|			miedo 
	2020-07-02 00:00:00	jan solid line is forecast|			miedo  
	2020-07-02 00:00:00	futbol i|			tristeza 
	2020-07-02 00:00:00		bolivia|		miedo   
	2020-07-02 00:00:00			america peru dramatic lack of oxygen in hospitals for|	miedo
	2020-07-02 00:00:00		amazonia|		alegria  
	2020-07-02 00:00:00		loreto|		tristeza  
